sample_id,trial_id,timestamp,gaze_x,gaze_y,pupil_left,pupil_right,blink,fixation,saccade,validity
1019,T012,0.650,0.521,0.417,3.53,3.56,0,1,0,1
1020,T012,0.667,0.542,0.412,3.03,3.24,0,0,1,1
1021,T012,0.683,0.564,0.530,3.54,3.51,0,1,0,1
1022,T012,0.700,0.474,0.467,3.42,3.57,0,1,0,1
1023,T012,0.717,0.516,0.524,3.28,3.05,0,1,0,1
1024,T012,0.733,0.467,0.565,3.49,3.43,0,0,1,1
1025,T012,0.750,0.444,0.484,3.37,3.19,0,1,0,1
1026,T012,0.767,0.559,0.582,3.48,3.32,0,1,0,1
1027,T012,0.783,0.470,0.447,3.42,3.03,0,0,1,1
1028,T012,0.800,0.648,0.507,3.54,3.50,0,1,0,1
1029,T012,0.817,0.435,0.423,3.36,3.09,0,1,0,1
1030,T012,0.833,0.468,0.369,3.30,3.34,0,1,0,1
1031,T012,0.850,0.459,0.541,3.32,3.51,0,1,0,1
1032,T012,0.867,0.384,0.425,3.27,3.54,0,1,0,1
1033,T012,0.883,0.423,0.484,3.32,3.01,0,1,0,1
1034,T013,0.000,0.595,0.581,3.11,3.61,0,1,0,1
1035,T013,0.017,0.558,0.437,3.41,3.85,0,1,0,1
1036,T013,0.033,0.489,0.518,3.13,3.41,0,1,0,1
1037,T013,0.050,0.543,0.548,3.30,3.54,0,1,0,1
1038,T013,0.067,0.454,0.403,3.50,3.56,0,1,0,1
1039,T013,0.083,0.596,0.533,3.01,3.34,0,1,0,1
1040,T013,0.100,0.510,0.668,3.10,3.25,1,0,0,0
1041,T013,0.117,0.582,0.432,3.25,3.36,0,1,0,1
1042,T013,0.133,0.528,0.328,3.43,3.30,0,1,0,1
1043,T013,0.150,0.420,0.448,3.03,3.35,0,1,0,0
1044,T013,0.167,0.404,0.535,3.36,3.54,1,0,0,0
1045,T013,0.183,0.535,0.558,3.29,3.47,0,1,0,1
1046,T013,0.200,0.420,0.554,3.10,3.02,0,1,0,1
1047,T013,0.217,0.431,0.412,3.48,3.17,0,1,0,1
1048,T013,0.233,0.392,0.493,3.33,3.50,0,1,0,1
1049,T013,0.250,0.451,0.580,3.61,3.43,0,1,0,1
1050,T013,0.267,0.541,0.517,3.12,3.34,0,1,0,1
1051,T013,0.283,0.525,0.413,3.50,3.17,0,1,0,1
1052,T013,0.300,0.464,0.552,3.18,3.51,0,1,0,1
1053,T013,0.317,0.474,0.523,3.69,3.28,0,1,0,1
1054,T013,0.333,0.406,0.450,3.05,3.43,0,1,0,1
1055,T013,0.350,0.437,0.408,3.57,3.34,0,1,0,1
1056,T013,0.367,0.478,0.529,3.32,3.33,0,1,0,1
1057,T013,0.383,0.462,0.553,3.37,3.70,0,0,1,1
1058,T013,0.400,0.626,0.545,3.47,3.01,0,1,0,1
1059,T013,0.417,0.509,0.377,3.11,3.21,0,1,0,1
1060,T013,0.433,0.523,0.598,3.46,3.21,0,1,0,1
1061,T013,0.450,0.431,0.643,3.51,3.32,0,1,0,1
1062,T013,0.467,0.343,0.634,3.37,3.69,0,1,0,1
1063,T013,0.483,0.582,0.445,3.49,3.35,0,1,0,1
1064,T013,0.500,0.355,0.433,3.29,3.78,0,0,1,1
1065,T013,0.517,0.624,0.571,3.27,3.65,0,1,0,1
1066,T013,0.533,0.578,0.635,3.28,3.33,0,0,1,1
1067,T013,0.550,0.294,0.335,3.39,3.23,0,0,1,1
1068,T013,0.567,0.412,0.526,3.07,3.08,0,0,1,1
1069,T013,0.583,0.544,0.412,3.55,3.11,0,0,1,1
1070,T013,0.600,0.545,0.434,3.17,3.23,0,1,0,1
1071,T013,0.617,0.415,0.467,3.11,3.27,0,1,0,1
1072,T013,0.633,0.353,0.474,3.26,3.28,0,1,0,1
1073,T013,0.650,0.654,0.619,3.42,3.06,0,1,0,1
1074,T013,0.667,0.440,0.668,3.12,3.23,0,1,0,1
1075,T013,0.683,0.557,0.502,3.26,3.20,0,1,0,1
1076,T013,0.700,0.453,0.459,3.51,3.28,0,1,0,1
1077,T013,0.717,0.524,0.431,2.99,3.42,0,1,0,0
1078,T013,0.733,0.504,0.403,3.22,3.26,0,1,0,1
1079,T013,0.750,0.615,0.443,3.11,3.50,0,1,0,1
1080,T013,0.767,0.453,0.552,3.45,3.80,0,0,1,1
1081,T013,0.783,0.425,0.454,3.48,3.25,0,1,0,1
1082,T013,0.800,0.480,0.517,3.46,3.37,0,1,0,1
1083,T013,0.817,0.546,0.541,3.45,3.19,0,1,0,1
1084,T013,0.833,0.426,0.458,3.64,3.32,0,1,0,1
1085,T013,0.850,0.547,0.427,3.09,3.14,0,1,0,1
1086,T013,0.867,0.503,0.535,3.36,3.18,0,1,0,1
1087,T013,0.883,0.514,0.320,3.36,3.07,0,0,1,1
1088,T013,0.900,0.486,0.439,2.91,3.19,0,1,0,1
1089,T013,0.917,0.459,0.446,3.32,3.30,0,1,0,1
1090,T013,0.933,0.534,0.445,3.64,3.36,0,0,1,1
1091,T013,0.950,0.422,0.487,3.41,3.26,0,1,0,1
1092,T013,0.967,0.496,0.476,3.09,3.41,0,1,0,1
1093,T013,0.983,0.512,0.510,3.29,3.57,0,1,0,1
1094,T013,1.000,0.615,0.506,3.03,3.35,0,1,0,1
1095,T013,1.017,0.502,0.588,3.03,3.20,0,1,0,1
1096,T013,1.033,0.466,0.560,3.08,2.96,0,1,0,0
1097,T013,1.050,0.507,0.550,3.20,3.28,0,0,1,1
1098,T013,1.067,0.503,0.464,3.16,3.18,0,1,0,1
1099,T014,0.000,0.474,0.529,3.28,3.52,0,1,0,1
1100,T014,0.017,0.390,0.543,3.41,3.34,0,1,0,1
1101,T014,0.033,0.533,0.366,3.31,3.10,0,1,0,1
1102,T014,0.050,0.460,0.507,3.37,3.31,0,1,0,1
1103,T014,0.067,0.622,0.596,3.33,3.51,0,0,1,1
1104,T014,0.083,0.503,0.622,3.29,3.28,0,1,0,1
1105,T014,0.100,0.467,0.385,2.99,3.19,0,0,1,1
1106,T014,0.117,0.546,0.536,3.30,3.66,1,0,0,0
1107,T014,0.133,0.645,0.491,2.99,3.20,0,0,1,1
1108,T014,0.150,0.496,0.643,3.28,3.22,0,1,0,1
1109,T014,0.167,0.452,0.458,3.72,3.58,0,1,0,1
1110,T014,0.183,0.438,0.597,3.22,3.79,0,1,0,1
1111,T014,0.200,0.691,0.568,3.60,3.20,0,1,0,1
1112,T014,0.217,0.418,0.317,3.47,3.42,0,1,0,1
1113,T014,0.233,0.449,0.447,3.08,3.49,0,1,0,1
1114,T014,0.250,0.454,0.504,3.51,3.52,0,0,1,1
1115,T014,0.267,0.607,0.616,3.23,3.50,0,1,0,1
1116,T014,0.283,0.498,0.332,3.49,3.30,0,1,0,1
1117,T014,0.300,0.522,0.445,3.05,3.17,0,1,0,1
1118,T014,0.317,0.601,0.452,3.48,3.09,0,1,0,1
1119,T014,0.333,0.565,0.446,3.53,3.28,0,1,0,1
1120,T014,0.350,0.468,0.504,3.22,3.29,0,1,0,1
1121,T014,0.367,0.573,0.496,3.18,3.74,0,0,1,1
1122,T014,0.383,0.472,0.477,3.43,3.40,1,0,0,0
1123,T014,0.400,0.532,0.457,3.16,3.28,0,0,1,1
1124,T014,0.417,0.508,0.416,3.09,3.58,0,1,0,1
1125,T014,0.433,0.494,0.513,3.43,3.18,0,1,0,1
1126,T014,0.450,0.609,0.495,3.33,3.52,0,1,0,1
1127,T014,0.467,0.469,0.556,3.39,3.38,0,0,1,0
1128,T014,0.483,0.369,0.347,3.49,3.12,0,0,1,1
1129,T014,0.500,0.476,0.368,3.31,3.53,0,1,0,1
1130,T014,0.517,0.319,0.567,3.32,3.30,0,1,0,1
1131,T014,0.533,0.454,0.564,3.58,3.42,0,0,1,1
1132,T014,0.550,0.437,0.381,3.16,3.33,0,1,0,1
1133,T014,0.567,0.492,0.545,3.26,3.25,0,1,0,1
1134,T014,0.583,0.594,0.622,3.54,3.00,0,1,0,1
1135,T014,0.600,0.420,0.474,3.19,3.22,0,0,1,1
1136,T014,0.617,0.324,0.553,3.21,3.41,0,1,0,1
1137,T014,0.633,0.501,0.502,3.39,3.44,0,1,0,1
1138,T014,0.650,0.357,0.406,3.18,3.33,0,1,0,1
1139,T014,0.667,0.504,0.593,3.51,3.06,0,1,0,1
1140,T014,0.683,0.635,0.352,3.35,3.18,0,1,0,1
1141,T014,0.700,0.480,0.483,3.31,3.30,0,0,1,1
1142,T014,0.717,0.453,0.642,3.28,3.12,0,1,0,1
1143,T014,0.733,0.585,0.511,3.62,3.56,0,1,0,1
1144,T014,0.750,0.434,0.485,3.41,3.30,0,1,0,1
1145,T014,0.767,0.281,0.332,3.33,3.61,0,1,0,1
1146,T014,0.783,0.483,0.514,3.19,3.05,0,1,0,1
1147,T014,0.800,0.511,0.412,3.15,3.33,0,1,0,1
1148,T014,0.817,0.602,0.473,3.53,3.27,0,1,0,1
1149,T014,0.833,0.676,0.500,3.14,3.29,0,1,0,1
1150,T014,0.850,0.548,0.318,3.05,3.11,0,1,0,1
1151,T014,0.867,0.562,0.484,3.31,3.21,0,0,1,1
1152,T014,0.883,0.646,0.472,3.39,3.29,0,0,1,1
1153,T014,0.900,0.406,0.533,3.64,3.63,0,1,0,1
1154,T014,0.917,0.631,0.439,3.14,3.19,0,1,0,1
1155,T014,0.933,0.521,0.611,3.56,3.34,0,1,0,1
1156,T014,0.950,0.607,0.470,3.42,2.95,0,1,0,1
1157,T014,0.967,0.570,0.509,3.22,3.62,0,0,1,1
1158,T014,0.983,0.496,0.505,3.47,3.23,0,0,1,1
1159,T014,1.000,0.567,0.547,3.54,3.29,0,0,1,1
1160,T014,1.017,0.607,0.530,3.22,3.00,0,1,0,1
1161,T014,1.033,0.294,0.541,3.20,3.34,0,0,1,1
1162,T014,1.050,0.658,0.642,3.43,3.27,0,1,0,0
1163,T014,1.067,0.614,0.498,3.11,3.29,0,0,1,1
1164,T014,1.083,0.533,0.491,3.42,3.49,0,1,0,0
1165,T014,1.100,0.421,0.434,3.56,3.31,0,1,0,1
1166,T014,1.117,0.386,0.536,3.45,3.61,0,1,0,1
1167,T014,1.133,0.517,0.545,3.49,3.35,0,1,0,1
1168,T014,1.150,0.532,0.422,3.08,3.20,0,1,0,1
1169,T014,1.167,0.537,0.449,3.07,3.47,0,1,0,1
1170,T014,1.183,0.510,0.516,3.38,3.43,0,1,0,1
1171,T014,1.200,0.606,0.562,3.10,3.65,0,1,0,1
1172,T014,1.217,0.555,0.348,3.72,3.14,0,0,1,1
1173,T014,1.233,0.522,0.445,3.23,3.10,0,1,0,1
1174,T014,1.250,0.361,0.473,3.66,3.49,0,1,0,1
1175,T014,1.267,0.434,0.424,3.39,3.49,0,0,1,1
1176,T014,1.283,0.467,0.476,2.90,3.27,0,0,1,1
1177,T014,1.300,0.454,0.449,3.24,3.28,0,0,1,1
1178,T014,1.317,0.429,0.681,3.30,3.21,0,0,1,1
1179,T014,1.333,0.588,0.494,3.28,3.09,0,1,0,1
1180,T014,1.350,0.442,0.452,3.51,3.35,0,1,0,1
1181,T014,1.367,0.607,0.688,3.07,3.50,0,0,1,1
1182,T014,1.383,0.556,0.592,3.15,3.19,0,1,0,1
1183,T014,1.400,0.585,0.602,3.17,3.04,0,0,1,1
1184,T014,1.417,0.416,0.602,3.48,3.24,0,0,1,0
1185,T014,1.433,0.527,0.396,3.26,3.32,0,1,0,1
1186,T014,1.450,0.356,0.474,3.27,3.32,0,1,0,1
1187,T014,1.467,0.530,0.616,3.56,3.36,0,1,0,1
1188,T014,1.483,0.514,0.491,3.34,3.46,0,1,0,1
1189,T014,1.500,0.427,0.475,3.46,3.46,0,0,1,1
1190,T014,1.517,0.257,0.433,3.16,3.43,0,1,0,1
1191,T014,1.533,0.303,0.431,3.41,3.40,0,0,1,1
1192,T014,1.550,0.404,0.519,3.05,3.42,0,1,0,1
1193,T014,1.567,0.556,0.310,3.42,3.51,0,0,1,1
1194,T014,1.583,0.547,0.642,3.09,3.35,0,1,0,1
1195,T015,0.000,0.367,0.478,3.30,3.23,0,1,0,1
1196,T015,0.017,0.481,0.534,3.07,3.61,0,0,1,1
1197,T015,0.033,0.410,0.348,3.32,3.20,0,1,0,1
1198,T015,0.050,0.553,0.572,3.14,3.25,0,1,0,1
1199,T015,0.067,0.333,0.409,3.37,3.32,0,0,1,1
1200,T015,0.083,0.487,0.486,3.06,3.33,0,1,0,1
1201,T015,0.100,0.465,0.505,3.33,3.10,0,1,0,1
1202,T015,0.117,0.518,0.538,3.29,3.39,0,1,0,1
1203,T015,0.133,0.418,0.457,3.25,3.21,0,1,0,1
1204,T015,0.150,0.586,0.475,3.35,3.54,1,0,0,0
1205,T015,0.167,0.404,0.614,3.50,3.34,0,1,0,1
1206,T015,0.183,0.525,0.507,3.30,3.06,1,0,0,0
1207,T015,0.200,0.462,0.592,3.22,3.08,0,1,0,1
1208,T015,0.217,0.437,0.654,3.44,3.31,0,0,1,1
1209,T015,0.233,0.503,0.553,3.35,3.43,0,1,0,1
1210,T015,0.250,0.445,0.387,3.14,3.17,0,1,0,1
1211,T015,0.267,0.442,0.497,2.97,3.32,0,1,0,1
1212,T015,0.283,0.627,0.586,3.31,3.24,0,1,0,1
1213,T015,0.300,0.421,0.460,3.58,3.46,0,0,1,1
1214,T015,0.317,0.356,0.506,3.08,3.48,0,1,0,1
1215,T015,0.333,0.367,0.519,3.32,3.52,0,1,0,1
1216,T015,0.350,0.641,0.452,3.67,3.30,0,1,0,1
1217,T015,0.367,0.636,0.608,3.58,3.43,0,1,0,0
1218,T015,0.383,0.419,0.552,3.44,2.93,0,1,0,1
1219,T015,0.400,0.417,0.521,3.54,3.43,0,0,1,1
1220,T015,0.417,0.494,0.339,3.20,3.22,0,1,0,1
1221,T015,0.433,0.543,0.435,3.31,3.27,0,0,1,1
1222,T015,0.450,0.469,0.561,3.15,3.27,0,1,0,1
1223,T015,0.467,0.457,0.616,3.21,3.47,0,1,0,1
1224,T015,0.483,0.584,0.508,3.30,3.27,0,0,1,1
1225,T015,0.500,0.435,0.443,3.28,3.33,0,0,1,1
1226,T015,0.517,0.472,0.600,3.28,3.28,0,1,0,1
1227,T015,0.533,0.449,0.563,3.28,3.49,0,1,0,1
1228,T015,0.550,0.482,0.553,3.22,3.20,0,0,1,1
1229,T015,0.567,0.470,0.431,3.33,3.59,0,0,1,1
1230,T015,0.583,0.478,0.419,3.17,3.45,0,0,1,1
1231,T015,0.600,0.511,0.581,3.13,2.91,0,1,0,1
1232,T015,0.617,0.396,0.633,3.50,3.24,0,1,0,1
1233,T015,0.633,0.400,0.463,3.44,3.20,0,1,0,1
1234,T015,0.650,0.534,0.540,3.34,3.26,0,1,0,1
1235,T015,0.667,0.460,0.450,3.50,3.26,0,0,1,1
1236,T015,0.683,0.592,0.496,3.36,3.24,0,1,0,1
1237,T015,0.700,0.501,0.562,3.75,3.52,0,0,1,1
1238,T015,0.717,0.485,0.475,3.31,3.35,0,0,1,0
1239,T015,0.733,0.544,0.428,3.33,3.37,0,1,0,1
1240,T015,0.750,0.551,0.476,3.37,3.24,0,1,0,1
1241,T015,0.767,0.585,0.459,3.53,3.36,0,1,0,1
1242,T015,0.783,0.622,0.521,3.39,3.34,0,0,1,1
1243,T015,0.800,0.517,0.377,2.96,3.38,0,1,0,1
1244,T015,0.817,0.445,0.511,3.21,3.35,0,1,0,1
1245,T015,0.833,0.502,0.589,3.74,3.24,0,1,0,1
1246,T015,0.850,0.646,0.516,3.38,3.34,0,0,1,1
1247,T015,0.867,0.506,0.421,3.26,3.45,0,1,0,1
1248,T015,0.883,0.436,0.507,3.10,3.35,0,0,1,1
1249,T015,0.900,0.377,0.450,3.42,3.59,0,1,0,1
1250,T016,0.000,0.549,0.431,3.18,3.16,0,0,1,1
1251,T016,0.017,0.519,0.505,3.38,3.25,0,0,1,1
1252,T016,0.033,0.427,0.426,3.13,3.40,0,0,1,1
1253,T016,0.050,0.478,0.611,3.18,3.28,0,1,0,1
1254,T016,0.067,0.389,0.350,3.42,3.52,0,0,1,1
1255,T016,0.083,0.505,0.431,3.29,3.16,0,1,0,1
1256,T016,0.100,0.654,0.557,2.90,3.19,0,1,0,1
1257,T016,0.117,0.558,0.515,3.23,3.23,0,1,0,1
1258,T016,0.133,0.396,0.419,3.06,3.64,0,0,1,1
1259,T016,0.150,0.632,0.487,2.97,3.27,0,1,0,1
1260,T016,0.167,0.552,0.425,3.45,3.49,0,1,0,1
1261,T016,0.183,0.471,0.415,3.22,3.45,0,1,0,1
1262,T016,0.200,0.586,0.510,3.07,3.31,0,0,1,1
1263,T016,0.217,0.469,0.466,3.36,3.27,0,1,0,1
1264,T016,0.233,0.364,0.428,3.41,3.32,0,0,1,1
1265,T016,0.250,0.483,0.537,3.60,3.18,0,1,0,1
1266,T016,0.267,0.616,0.419,2.84,3.15,0,1,0,1
1267,T016,0.283,0.617,0.609,3.22,3.21,0,0,1,1
1268,T016,0.300,0.533,0.448,3.30,3.07,0,1,0,1
1269,T016,0.317,0.486,0.555,3.46,3.10,0,1,0,1
1270,T016,0.333,0.428,0.617,3.10,3.06,0,1,0,1
1271,T016,0.350,0.691,0.487,3.63,3.42,0,1,0,0
1272,T016,0.367,0.488,0.478,3.31,3.40,0,0,1,1
1273,T016,0.383,0.644,0.542,3.03,3.54,0,1,0,1
1274,T016,0.400,0.586,0.479,3.01,3.06,0,1,0,1
1275,T016,0.417,0.515,0.529,3.59,3.21,0,1,0,1
1276,T016,0.433,0.402,0.509,3.11,3.27,0,1,0,1
1277,T016,0.450,0.594,0.496,3.28,3.41,0,0,1,1
1278,T016,0.467,0.507,0.402,3.55,3.26,0,1,0,1
1279,T016,0.483,0.481,0.612,3.60,3.40,0,1,0,1
1280,T016,0.500,0.524,0.621,3.62,3.39,0,0,1,1
1281,T016,0.517,0.454,0.427,3.14,3.24,0,0,1,1
1282,T016,0.533,0.564,0.630,3.31,3.42,1,0,0,0
1283,T016,0.550,0.512,0.369,3.37,3.55,0,1,0,1
1284,T016,0.567,0.509,0.471,3.25,3.35,0,0,1,1
1285,T016,0.583,0.553,0.538,3.21,3.05,0,1,0,1
1286,T016,0.600,0.466,0.566,3.56,3.42,0,1,0,1
1287,T016,0.617,0.599,0.398,3.40,3.41,0,1,0,1
1288,T016,0.633,0.438,0.358,3.04,3.09,0,0,1,1
1289,T016,0.650,0.650,0.515,3.23,3.42,0,1,0,1
1290,T016,0.667,0.568,0.475,3.22,3.23,0,0,1,1
1291,T016,0.683,0.500,0.574,3.35,3.30,0,1,0,1
1292,T016,0.700,0.554,0.499,3.31,3.38,0,0,1,1
1293,T016,0.717,0.415,0.510,3.51,3.17,0,1,0,1
1294,T016,0.733,0.542,0.660,3.22,3.39,0,1,0,1
1295,T016,0.750,0.586,0.457,3.47,3.37,0,1,0,1
1296,T016,0.767,0.480,0.589,3.08,3.27,0,1,0,1
1297,T016,0.783,0.492,0.464,3.08,3.57,0,1,0,1
1298,T016,0.800,0.321,0.606,3.34,3.30,0,1,0,1
1299,T016,0.817,0.420,0.539,3.16,3.49,0,1,0,1
1300,T016,0.833,0.351,0.389,3.43,3.24,0,1,0,1
1301,T016,0.850,0.517,0.478,3.24,3.58,0,1,0,1
1302,T016,0.867,0.610,0.378,2.97,3.57,0,1,0,1
1303,T016,0.883,0.525,0.513,3.25,3.40,0,1,0,1
1304,T016,0.900,0.529,0.532,2.81,3.25,0,0,1,1
1305,T016,0.917,0.405,0.469,3.41,3.13,0,1,0,1
1306,T016,0.933,0.427,0.512,3.43,3.42,0,1,0,1
1307,T016,0.950,0.440,0.482,3.25,3.28,0,0,1,1
1308,T016,0.967,0.393,0.429,3.39,3.20,0,1,0,1
1309,T016,0.983,0.512,0.514,3.02,3.49,0,0,1,1
1310,T016,1.000,0.468,0.576,3.70,3.35,0,0,1,1
1311,T016,1.017,0.564,0.485,3.53,3.16,0,1,0,1
1312,T016,1.033,0.531,0.431,3.19,3.26,0,0,1,1
1313,T016,1.050,0.438,0.469,3.25,3.63,0,0,1,1
1314,T016,1.067,0.436,0.425,3.31,2.94,0,1,0,1
1315,T016,1.083,0.343,0.550,3.27,3.48,0,1,0,1
1316,T016,1.100,0.508,0.472,2.91,3.85,0,1,0,1
1317,T016,1.117,0.391,0.526,3.20,3.18,0,0,1,1
1318,T016,1.133,0.583,0.426,3.25,3.14,1,0,0,0
1319,T016,1.150,0.508,0.463,3.31,3.29,0,1,0,1
1320,T016,1.167,0.423,0.576,3.37,3.72,0,0,1,1
1321,T016,1.183,0.611,0.444,3.29,3.34,0,1,0,1
1322,T016,1.200,0.516,0.590,3.12,3.24,0,1,0,1
1323,T016,1.217,0.559,0.518,3.54,3.65,0,1,0,1
1324,T016,1.233,0.426,0.493,3.51,3.39,0,1,0,1
1325,T016,1.250,0.475,0.520,3.49,3.30,0,1,0,1
1326,T016,1.267,0.542,0.519,3.45,3.15,0,1,0,1
1327,T016,1.283,0.588,0.541,3.63,3.41,0,1,0,1
1328,T016,1.300,0.502,0.424,3.58,3.41,0,1,0,1
1329,T016,1.317,0.609,0.517,3.30,3.56,0,0,1,1
1330,T016,1.333,0.388,0.517,3.19,3.48,0,1,0,1
1331,T016,1.350,0.486,0.404,3.36,3.76,0,1,0,1
1332,T016,1.367,0.477,0.490,3.15,3.48,0,1,0,1
1333,T016,1.383,0.517,0.551,3.46,3.19,0,1,0,1
1334,T016,1.400,0.497,0.546,3.35,3.31,0,0,1,1
1335,T016,1.417,0.559,0.418,3.47,3.16,0,1,0,1
1336,T016,1.433,0.418,0.545,3.29,3.40,0,0,1,1
1337,T016,1.450,0.508,0.379,3.56,3.44,0,1,0,1
1338,T016,1.467,0.567,0.515,3.36,3.06,0,0,1,1
1339,T016,1.483,0.486,0.471,3.32,3.18,0,0,1,1
1340,T016,1.500,0.582,0.500,3.11,3.47,0,1,0,1
1341,T016,1.517,0.420,0.553,3.19,3.42,0,1,0,1
1342,T016,1.533,0.657,0.426,3.29,3.42,0,1,0,1
1343,T016,1.550,0.605,0.465,3.41,3.47,0,1,0,1
1344,T016,1.567,0.636,0.556,3.28,3.26,0,1,0,1
1345,T016,1.583,0.376,0.449,3.44,3.12,1,0,0,0
1346,T016,1.600,0.617,0.455,3.22,3.33,0,1,0,1
1347,T016,1.617,0.569,0.526,3.30,3.56,0,1,0,1
1348,T016,1.633,0.456,0.473,3.23,3.39,0,1,0,1
1349,T016,1.650,0.382,0.442,3.17,3.16,0,1,0,1
1350,T016,1.667,0.487,0.398,3.30,3.32,0,1,0,0
1351,T016,1.683,0.488,0.549,3.23,3.25,0,1,0,1
1352,T016,1.700,0.494,0.431,3.42,3.11,0,1,0,1
1353,T016,1.717,0.409,0.476,3.51,3.36,0,1,0,1
1354,T016,1.733,0.354,0.577,3.34,3.40,0,1,0,1
1355,T016,1.750,0.373,0.437,3.29,3.42,0,1,0,1
1356,T016,1.767,0.413,0.420,3.57,3.30,0,0,1,0
1357,T016,1.783,0.616,0.407,3.43,3.18,0,1,0,1
1358,T016,1.800,0.371,0.480,3.00,3.21,0,0,1,1
1359,T016,1.817,0.432,0.564,3.20,3.45,1,0,0,0
1360,T016,1.833,0.500,0.438,3.09,3.17,0,1,0,1
1361,T016,1.850,0.546,0.510,3.43,3.64,0,1,0,1
1362,T016,1.867,0.513,0.543,3.37,3.55,0,1,0,1
1363,T016,1.883,0.428,0.519,3.22,3.28,0,0,1,1
1364,T016,1.900,0.525,0.566,3.40,3.58,0,1,0,1
1365,T016,1.917,0.428,0.581,3.24,3.41,0,1,0,1
1366,T016,1.933,0.379,0.447,3.13,3.32,0,0,1,1
1367,T016,1.950,0.621,0.505,3.33,3.33,0,1,0,1
1368,T016,1.967,0.579,0.433,3.09,3.21,0,1,0,1
1369,T016,1.983,0.478,0.453,3.63,3.62,0,1,0,1
1370,T016,2.000,0.471,0.564,3.42,3.33,0,1,0,1
1371,T016,2.017,0.501,0.578,3.71,3.40,0,1,0,0
1372,T016,2.033,0.372,0.440,3.14,3.37,0,1,0,1
1373,T016,2.050,0.504,0.511,2.99,3.40,0,1,0,1
1374,T016,2.067,0.597,0.521,3.57,3.55,1,0,0,0
1375,T016,2.083,0.523,0.591,3.28,3.42,0,1,0,1
1376,T016,2.100,0.447,0.722,3.03,3.16,0,1,0,1
1377,T016,2.117,0.503,0.607,3.11,3.08,0,1,0,1
1378,T016,2.133,0.540,0.505,3.25,3.30,0,1,0,1
1379,T016,2.150,0.514,0.480,3.40,3.52,0,1,0,1
1380,T016,2.167,0.538,0.297,3.47,3.33,0,1,0,1
1381,T016,2.183,0.583,0.559,3.64,3.28,0,1,0,1
1382,T016,2.200,0.511,0.488,3.38,3.41,0,0,1,1
1383,T016,2.217,0.467,0.424,3.09,3.60,0,1,0,1
1384,T016,2.233,0.336,0.649,3.29,3.64,0,1,0,1
1385,T016,2.250,0.417,0.512,3.38,3.69,0,0,1,1
1386,T017,0.000,0.541,0.255,3.29,2.89,0,1,0,1
1387,T017,0.017,0.527,0.427,3.27,3.30,0,1,0,1
1388,T017,0.033,0.505,0.394,3.41,3.33,0,1,0,1
1389,T017,0.050,0.596,0.598,3.39,3.15,0,1,0,1
1390,T017,0.067,0.398,0.452,3.24,3.33,0,1,0,1
1391,T017,0.083,0.548,0.508,3.44,3.20,0,1,0,1
1392,T017,0.100,0.280,0.480,3.35,3.21,0,1,0,1
1393,T017,0.117,0.521,0.402,3.24,3.40,0,1,0,1
1394,T017,0.133,0.470,0.400,3.31,3.63,0,1,0,1
1395,T017,0.150,0.465,0.444,3.16,3.57,0,0,1,1
1396,T017,0.167,0.578,0.622,3.44,3.47,0,1,0,1
1397,T017,0.183,0.727,0.350,3.02,3.35,0,1,0,1
1398,T017,0.200,0.441,0.642,3.34,3.20,0,1,0,1
1399,T017,0.217,0.579,0.514,3.27,3.33,0,0,1,1
1400,T017,0.233,0.432,0.505,3.37,3.25,0,1,0,1
1401,T017,0.250,0.570,0.437,3.15,3.35,0,1,0,1
1402,T017,0.267,0.559,0.454,3.39,3.35,0,1,0,1
1403,T017,0.283,0.556,0.497,3.19,3.40,0,1,0,0
1404,T017,0.300,0.475,0.430,3.41,3.01,0,0,1,1
1405,T017,0.317,0.392,0.545,2.99,3.26,0,0,1,1
1406,T017,0.333,0.446,0.523,3.19,3.41,0,1,0,1
1407,T017,0.350,0.485,0.516,3.52,3.45,0,0,1,1
1408,T017,0.367,0.491,0.511,3.27,3.17,1,0,0,0
1409,T017,0.383,0.507,0.481,3.30,3.31,0,0,1,1
1410,T017,0.400,0.646,0.691,3.14,3.50,0,1,0,1
1411,T017,0.417,0.432,0.570,3.27,3.38,0,1,0,1
1412,T017,0.433,0.497,0.446,3.40,3.43,0,0,1,1
1413,T017,0.450,0.411,0.431,3.26,3.16,0,0,1,1
1414,T017,0.467,0.386,0.537,3.16,3.10,0,1,0,1
1415,T017,0.483,0.564,0.448,3.14,3.28,0,1,0,1
1416,T017,0.500,0.477,0.533,3.21,3.13,0,0,1,1
1417,T017,0.517,0.638,0.429,3.09,3.69,0,1,0,1
1418,T017,0.533,0.455,0.483,3.33,3.51,0,1,0,1
1419,T017,0.550,0.426,0.351,3.11,3.16,0,1,0,1
1420,T017,0.567,0.641,0.434,3.56,3.21,0,1,0,1
1421,T017,0.583,0.479,0.268,3.51,3.32,0,1,0,1
1422,T017,0.600,0.584,0.369,3.38,3.45,0,1,0,1
1423,T017,0.617,0.407,0.576,3.01,3.06,0,1,0,1
1424,T017,0.633,0.521,0.575,3.26,3.19,0,1,0,1
1425,T017,0.650,0.540,0.541,3.16,3.58,0,1,0,1
1426,T017,0.667,0.488,0.536,3.40,3.36,0,0,1,1
1427,T017,0.683,0.524,0.537,3.71,3.31,0,1,0,1
1428,T017,0.700,0.621,0.499,3.09,3.38,0,1,0,1
